0.5;0;840
0.5;5;860
0.5;10;860
0.5;15;860
0.5;20;860
0.5;25;860
0.5;30;860
0.5;35;860
0.5;40;860
0.5;45;860
0.5;50;860
0.5;55;860
0.5;60;860
0.5;65;860
0.5;70;860
0.5;75;860
0.5;80;860
0.5;85;860
0.5;90;860
0.5;95;860
0.5;100;860
1;0;840
1;5;840
1;10;860
1;15;860
1;20;860
1;25;860
1;30;860
1;35;860
1;40;860
1;45;860
1;50;860
1;55;860
1;60;860
1;65;860
1;70;860
1;75;860
1;80;860
1;85;860
1;90;860
1;95;860
1;100;860
1.5;0;840
1.5;5;840
1.5;10;840
1.5;15;860
1.5;20;860
1.5;25;860
1.5;30;860
1.5;35;860
1.5;40;860
1.5;45;860
1.5;50;860
1.5;55;860
1.5;60;860
1.5;65;860
1.5;70;860
1.5;75;860
1.5;80;860
1.5;85;860
1.5;90;860
1.5;95;860
1.5;100;860
2;0;840
2;5;840
2;10;840
2;15;840
2;20;860
2;25;860
2;30;860
2;35;860
2;40;860
2;45;860
2;50;860
2;55;860
2;60;860
2;65;860
2;70;860
2;75;860
2;80;860
2;85;860
2;90;860
2;95;860
2;100;860
2.5;0;840
2.5;5;840
2.5;10;840
2.5;15;840
2.5;20;840
2.5;25;860
2.5;30;860
2.5;35;860
2.5;40;860
2.5;45;860
2.5;50;860
2.5;55;860
2.5;60;860
2.5;65;860
2.5;70;860
2.5;75;860
2.5;80;860
2.5;85;860
2.5;90;860
2.5;95;860
2.5;100;860
3;0;840
3;5;840
3;10;840
3;15;840
3;20;840
3;25;840
3;30;860
3;35;860
3;40;860
3;45;860
3;50;860
3;55;860
3;60;860
3;65;860
3;70;860
3;75;860
3;80;860
3;85;860
3;90;860
3;95;860
3;100;860
3.5;0;840
3.5;5;840
3.5;10;840
3.5;15;840
3.5;20;840
3.5;25;840
3.5;30;840
3.5;35;860
3.5;40;860
3.5;45;860
3.5;50;860
3.5;55;860
3.5;60;860
3.5;65;860
3.5;70;860
3.5;75;860
3.5;80;860
3.5;85;860
3.5;90;860
3.5;95;860
3.5;100;860
4;0;840
4;5;840
4;10;840
4;15;840
4;20;840
4;25;840
4;30;840
4;35;840
4;40;860
4;45;860
4;50;860
4;55;860
4;60;860
4;65;860
4;70;860
4;75;860
4;80;860
4;85;860
4;90;860
4;95;860
4;100;860
4.5;0;840
4.5;5;840
4.5;10;840
4.5;15;840
4.5;20;840
4.5;25;840
4.5;30;840
4.5;35;840
4.5;40;840
4.5;45;860
4.5;50;860
4.5;55;860
4.5;60;860
4.5;65;860
4.5;70;860
4.5;75;860
4.5;80;860
4.5;85;860
4.5;90;860
4.5;95;860
4.5;100;860
5;0;840
5;5;840
5;10;840
5;15;840
5;20;840
5;25;840
5;30;840
5;35;840
5;40;840
5;45;840
5;50;860
5;55;860
5;60;860
5;65;860
5;70;860
5;75;860
5;80;860
5;85;860
5;90;860
5;95;860
5;100;860
5.5;0;840
5.5;5;840
5.5;10;840
5.5;15;840
5.5;20;840
5.5;25;840
5.5;30;840
5.5;35;840
5.5;40;840
5.5;45;840
5.5;50;840
5.5;55;860
5.5;60;860
5.5;65;860
5.5;70;860
5.5;75;860
5.5;80;860
5.5;85;860
5.5;90;860
5.5;95;860
5.5;100;860
6;0;840
6;5;840
6;10;840
6;15;840
6;20;840
6;25;840
6;30;840
6;35;840
6;40;840
6;45;840
6;50;840
6;55;840
6;60;860
6;65;860
6;70;860
6;75;860
6;80;860
6;85;860
6;90;860
6;95;860
6;100;860
6.5;0;840
6.5;5;840
6.5;10;840
6.5;15;840
6.5;20;840
6.5;25;840
6.5;30;840
6.5;35;840
6.5;40;840
6.5;45;840
6.5;50;840
6.5;55;840
6.5;60;840
6.5;65;860
6.5;70;860
6.5;75;860
6.5;80;860
6.5;85;860
6.5;90;860
6.5;95;860
6.5;100;860
7;0;840
7;5;840
7;10;840
7;15;840
7;20;840
7;25;840
7;30;840
7;35;840
7;40;840
7;45;840
7;50;840
7;55;840
7;60;840
7;65;840
7;70;860
7;75;860
7;80;860
7;85;860
7;90;860
7;95;860
7;100;860
7.5;0;840
7.5;5;840
7.5;10;840
7.5;15;840
7.5;20;840
7.5;25;840
7.5;30;840
7.5;35;840
7.5;40;840
7.5;45;840
7.5;50;840
7.5;55;840
7.5;60;840
7.5;65;840
7.5;70;840
7.5;75;860
7.5;80;860
7.5;85;860
7.5;90;860
7.5;95;860
7.5;100;860
8;0;840
8;5;840
8;10;840
8;15;840
8;20;840
8;25;840
8;30;840
8;35;840
8;40;840
8;45;840
8;50;840
8;55;840
8;60;840
8;65;840
8;70;840
8;75;840
8;80;860
8;85;860
8;90;860
8;95;860
8;100;860
8.5;0;840
8.5;5;840
8.5;10;840
8.5;15;840
8.5;20;840
8.5;25;840
8.5;30;840
8.5;35;840
8.5;40;840
8.5;45;840
8.5;50;840
8.5;55;840
8.5;60;840
8.5;65;840
8.5;70;840
8.5;75;840
8.5;80;840
8.5;85;860
8.5;90;860
8.5;95;860
8.5;100;860
9;0;840
9;5;840
9;10;840
9;15;840
9;20;840
9;25;840
9;30;840
9;35;840
9;40;840
9;45;840
9;50;840
9;55;840
9;60;840
9;65;840
9;70;840
9;75;840
9;80;840
9;85;840
9;90;860
9;95;860
9;100;860
9.5;0;840
9.5;5;840
9.5;10;840
9.5;15;840
9.5;20;840
9.5;25;840
9.5;30;840
9.5;35;840
9.5;40;840
9.5;45;840
9.5;50;840
9.5;55;840
9.5;60;840
9.5;65;840
9.5;70;840
9.5;75;840
9.5;80;840
9.5;85;840
9.5;90;840
9.5;95;860
9.5;100;860
10;0;840
10;5;840
10;10;840
10;15;840
10;20;840
10;25;840
10;30;840
10;35;840
10;40;840
10;45;840
10;50;840
10;55;840
10;60;840
10;65;840
10;70;840
10;75;840
10;80;840
10;85;840
10;90;840
10;95;840
10;100;860
10.5;0;840
10.5;5;840
10.5;10;840
10.5;15;840
10.5;20;840
10.5;25;840
10.5;30;840
10.5;35;840
10.5;40;840
10.5;45;840
10.5;50;840
10.5;55;840
10.5;60;840
10.5;65;840
10.5;70;840
10.5;75;840
10.5;80;840
10.5;85;840
10.5;90;840
10.5;95;840
10.5;100;840
11;0;840
11;5;840
11;10;840
11;15;840
11;20;840
11;25;840
11;30;840
11;35;840
11;40;840
11;45;840
11;50;840
11;55;840
11;60;840
11;65;840
11;70;840
11;75;840
11;80;840
11;85;840
11;90;840
11;95;840
11;100;840
11.5;0;840
11.5;5;840
11.5;10;840
11.5;15;840
11.5;20;840
11.5;25;840
11.5;30;840
11.5;35;840
11.5;40;840
11.5;45;840
11.5;50;840
11.5;55;840
11.5;60;840
11.5;65;840
11.5;70;840
11.5;75;840
11.5;80;840
11.5;85;840
11.5;90;840
11.5;95;840
11.5;100;840
12;0;840
12;5;840
12;10;840
12;15;840
12;20;840
12;25;840
12;30;840
12;35;840
12;40;840
12;45;840
12;50;840
12;55;840
12;60;840
12;65;840
12;70;840
12;75;840
12;80;840
12;85;840
12;90;840
12;95;840
12;100;840
12.5;0;840
12.5;5;840
12.5;10;840
12.5;15;840
12.5;20;840
12.5;25;840
12.5;30;840
12.5;35;840
12.5;40;840
12.5;45;840
12.5;50;840
12.5;55;840
12.5;60;840
12.5;65;840
12.5;70;840
12.5;75;840
12.5;80;840
12.5;85;840
12.5;90;840
12.5;95;840
12.5;100;840
13;0;840
13;5;840
13;10;840
13;15;840
13;20;840
13;25;840
13;30;840
13;35;840
13;40;840
13;45;840
13;50;840
13;55;840
13;60;840
13;65;840
13;70;840
13;75;840
13;80;840
13;85;840
13;90;840
13;95;840
13;100;840
13.5;0;840
13.5;5;840
13.5;10;840
13.5;15;840
13.5;20;840
13.5;25;840
13.5;30;840
13.5;35;840
13.5;40;840
13.5;45;840
13.5;50;840
13.5;55;840
13.5;60;840
13.5;65;840
13.5;70;840
13.5;75;840
13.5;80;840
13.5;85;840
13.5;90;840
13.5;95;840
13.5;100;840
14;0;840
14;5;840
14;10;840
14;15;840
14;20;840
14;25;840
14;30;840
14;35;840
14;40;840
14;45;840
14;50;840
14;55;840
14;60;840
14;65;840
14;70;840
14;75;840
14;80;840
14;85;840
14;90;840
14;95;840
14;100;840
14.5;0;840
14.5;5;840
14.5;10;840
14.5;15;840
14.5;20;840
14.5;25;840
14.5;30;840
14.5;35;840
14.5;40;840
14.5;45;840
14.5;50;840
14.5;55;840
14.5;60;840
14.5;65;840
14.5;70;840
14.5;75;840
14.5;80;840
14.5;85;840
14.5;90;840
14.5;95;840
14.5;100;840
15;0;840
15;5;840
15;10;840
15;15;840
15;20;840
15;25;840
15;30;840
15;35;840
15;40;840
15;45;840
15;50;840
15;55;840
15;60;840
15;65;840
15;70;840
15;75;840
15;80;840
15;85;840
15;90;840
15;95;840
15;100;840
15.5;0;840
15.5;5;840
15.5;10;840
15.5;15;840
15.5;20;840
15.5;25;840
15.5;30;840
15.5;35;840
15.5;40;840
15.5;45;840
15.5;50;840
15.5;55;840
15.5;60;840
15.5;65;840
15.5;70;840
15.5;75;840
15.5;80;840
15.5;85;840
15.5;90;840
15.5;95;840
15.5;100;840
16;0;840
16;5;840
16;10;840
16;15;840
16;20;840
16;25;840
16;30;840
16;35;840
16;40;840
16;45;840
16;50;840
16;55;840
16;60;840
16;65;840
16;70;840
16;75;840
16;80;840
16;85;840
16;90;840
16;95;840
16;100;840
16.5;0;840
16.5;5;840
16.5;10;840
16.5;15;840
16.5;20;840
16.5;25;840
16.5;30;840
16.5;35;840
16.5;40;840
16.5;45;840
16.5;50;840
16.5;55;840
16.5;60;840
16.5;65;840
16.5;70;840
16.5;75;840
16.5;80;840
16.5;85;840
16.5;90;840
16.5;95;840
16.5;100;840
17;0;840
17;5;840
17;10;840
17;15;840
17;20;840
17;25;840
17;30;840
17;35;840
17;40;840
17;45;840
17;50;840
17;55;840
17;60;840
17;65;840
17;70;840
17;75;840
17;80;840
17;85;840
17;90;840
17;95;840
17;100;840
17.5;0;840
17.5;5;840
17.5;10;840
17.5;15;840
17.5;20;840
17.5;25;840
17.5;30;840
17.5;35;840
17.5;40;840
17.5;45;840
17.5;50;840
17.5;55;840
17.5;60;840
17.5;65;840
17.5;70;840
17.5;75;840
17.5;80;840
17.5;85;840
17.5;90;840
17.5;95;840
17.5;100;840
18;0;840
18;5;840
18;10;840
18;15;840
18;20;840
18;25;840
18;30;840
18;35;840
18;40;840
18;45;840
18;50;840
18;55;840
18;60;840
18;65;840
18;70;840
18;75;840
18;80;840
18;85;840
18;90;840
18;95;840
18;100;840
18.5;0;840
18.5;5;840
18.5;10;840
18.5;15;840
18.5;20;840
18.5;25;840
18.5;30;840
18.5;35;840
18.5;40;840
18.5;45;840
18.5;50;840
18.5;55;840
18.5;60;840
18.5;65;840
18.5;70;840
18.5;75;840
18.5;80;840
18.5;85;840
18.5;90;840
18.5;95;840
18.5;100;840
19;0;840
19;5;840
19;10;840
19;15;840
19;20;840
19;25;840
19;30;840
19;35;840
19;40;840
19;45;840
19;50;840
19;55;840
19;60;840
19;65;840
19;70;840
19;75;840
19;80;840
19;85;840
19;90;840
19;95;840
19;100;840
19.5;0;840
19.5;5;840
19.5;10;840
19.5;15;840
19.5;20;840
19.5;25;840
19.5;30;840
19.5;35;840
19.5;40;840
19.5;45;840
19.5;50;840
19.5;55;840
19.5;60;840
19.5;65;840
19.5;70;840
19.5;75;840
19.5;80;840
19.5;85;840
19.5;90;840
19.5;95;840
19.5;100;840
20;0;840
20;5;840
20;10;840
20;15;840
20;20;840
20;25;840
20;30;840
20;35;840
20;40;840
20;45;840
20;50;840
20;55;840
20;60;840
20;65;840
20;70;840
20;75;840
20;80;840
20;85;840
20;90;840
20;95;840
20;100;840
20.5;0;840
20.5;5;840
20.5;10;840
20.5;15;840
20.5;20;840
20.5;25;840
20.5;30;840
20.5;35;840
20.5;40;840
20.5;45;840
20.5;50;840
20.5;55;840
20.5;60;840
20.5;65;840
20.5;70;840
20.5;75;840
20.5;80;840
20.5;85;840
20.5;90;840
20.5;95;840
20.5;100;840
21;0;840
21;5;840
21;10;840
21;15;840
21;20;840
21;25;840
21;30;840
21;35;840
21;40;840
21;45;840
21;50;840
21;55;840
21;60;840
21;65;840
21;70;840
21;75;840
21;80;840
21;85;840
21;90;840
21;95;840
21;100;840
21.5;0;840
21.5;5;840
21.5;10;840
21.5;15;840
21.5;20;840
21.5;25;840
21.5;30;840
21.5;35;840
21.5;40;840
21.5;45;840
21.5;50;840
21.5;55;840
21.5;60;840
21.5;65;840
21.5;70;840
21.5;75;840
21.5;80;840
21.5;85;840
21.5;90;840
21.5;95;840
21.5;100;840
22;0;840
22;5;840
22;10;840
22;15;840
22;20;840
22;25;840
22;30;840
22;35;840
22;40;840
22;45;840
22;50;840
22;55;840
22;60;840
22;65;840
22;70;840
22;75;840
22;80;840
22;85;840
22;90;840
22;95;840
